Tweet,polarity,subjectivity,Sentiment
https://t.co/apJM9SxqIf,0.0,0.0,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0.0,0.0,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0.0,0.0,Negative
"RT @Official_NAFO: We’re approaching 70,000 fellas ALREADY. 

In just a few months this community has exploded. With so many new members, a…",0.109090909,0.263636364,Negative
"RT @Notmymonkey11: @ClausPe3 @tatzner_simone Klar!
Der #staatsfunk #ZDF hat irgendwie so seine Probleme wahrheitsgetreu über sämtliche Them…",0.0,0.0,Negative
"RT @RepMTG: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Zelensky…",0.25,0.85,Negative
"Everyone:
Ukraine clearly was the one who launched the misslws

This Loser: https://t.co/Pgnf1veF6s",0.1,0.383333333,Negative
@Michel33552972 @Schwertfisch11 @Hoellenaufsicht Die Rechnung geht nicht auf. Russland ist in die Ukraine einmarsch… https://t.co/e06DGaxFJU,0.0,0.0,Negative
"RT @UPR_Asselineau: 🔥 FEU D'ARTIFICE
AVEC NOS IMPÔTS 
Vidéo prise en Ukraine aujourd'hui. Un drone suicide tactique russe Lancet (en🇷🇺 : Ла…",0.0,0.0,Negative
"RT @RepMontague: If Biden gets his latest request approved by Congress, we will have officially sent $120 billion to Ukraine.

Can you imag…",0.5,0.9,Negative
"RT @ChristopherJM: Zelensky also confirms CIA Director Bill Burns' Kyiv visit Tuesday, during Russia's missile attack. “Yesterday Burns sat…",0.0,0.0,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
@patposo23 @TheSwordOfDoom1 @SingularSwivel @TheRubberBaron @mtracey https://t.co/XcmKqQKQs4,0.0,0.0,Negative
RT @ASavageNation: is it possible Ukraine fired missiles  into Poland to drag NATO/US into war with Russia?,-0.05,0.535416667,Positive
"RT @ferlain: I got acquainted with the 4th Rapid Reaction Brigade or simply RRB, unit 3018 of the National Guard of Ukraine, during the @CA…",0.25,0.478571429,Negative
"@FreyjaTarte Oh crap, does that mean NATO declares war on Ukraine?
Because two days ago, when we thought Russia did it… well, you know.",-0.55625,0.74375,Positive
"ป้อมปราการ สนามเพลาะ และคูต่อต้านรถถังที่ชายแดน ยูเครน-เบลารุสในภูมิภาค Rivne

#ยูเครน #รัสเซียยูเครน… https://t.co/Q8IF2VMLgH",0.0,0.0,Negative
RT @FaceTheNation: The White House on Tuesday asked Congress to provide another $10 billion to combat COVID-19 and other infectious disease…,-0.0625,0.1875,Positive
"RT @sunriseon7: 🚨 BREAKING NEWS 🚨
NATO says that the deadly Poland blast was likely caused by a Ukrainian air defence missile, however Ukra…",-0.1,0.7,Positive
"1/4 16/11/2022 Pologne : La Pologne considère l'incident du missile comme une provocation de l'Ukraine.
Le chef du… https://t.co/Ee7FsvAVlP",0.0,0.0,Negative
"Channel 4 News: Ukraine war: Inside a reported Russian army torture site (Dubbed).
https://t.co/Q5k43YCR79

via @GoogleNews",0.0,0.0,Negative
"@DefenceHQ -5-
 UKRAINE NEEDS EFFECTIVELY AIR DEFENSE SYSTEMS FOR USE OF THEIR RIGHT TO SELF DEFENSE. ALL THIS MAY… https://t.co/O2HPFonU2u",0.442857143,0.667857143,Negative
RT @ajamubaraka: The comments by the actor president of Ukraine on the missile strike in Poland demonstrated once again why his reckless &amp;…,0.0,0.0,Negative
"RT @MichaelJElston: Although the investigation is ongoing, it now appears the missiles that killed 2 people in Poland were air defense miss…",-0.2,0.0,Positive
@Madheretic @mutantcrawfish @MarkAmesExiled telling Ukraine that we will support them does not make the US responsi… https://t.co/LRR2uTZ9zV,0.0,0.0,Negative
"@NATO @jensstoltenberg Ukraine is taking advantage of nato Allie and misusing,",0.0,0.0,Negative
"@LaurentBibas Il a un courage indéniable, en revanche très clairement son objectif c’est la souveraineté de l’Ukrai… https://t.co/ycT3j6clO9",0.0,0.0,Negative
"RT @innocentraha3: L'occident veut la #RDC, tout ce passe chez. #Ukraine #Russie #OTAN en #RDC. L'ennemi c'est l'occident",0.0,0.0,Negative
"RT @DawitDigital: 5/25
The Tigray war has also largely been ignored as international attention has been  fixed on Russia’s invasion of Ukra…",0.104761905,0.20952381,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0.0,0.0,Negative
RT @Mike20172020: @TadeuszGiczan ALL of which has been done on Ukraine's side of the border.  We have every right to do what we want on OUR…,0.285714286,0.535714286,Negative
"RT @UPR_Asselineau: 🔥 FEU D'ARTIFICE
AVEC NOS IMPÔTS 
Vidéo prise en Ukraine aujourd'hui. Un drone suicide tactique russe Lancet (en🇷🇺 : Ла…",0.0,0.0,Negative
"RT @chocochip_real: @realTomBohn Buendnissfall müsste sich dann gegen die Ukraine richten. 

Wie wäre es keine Waffen mehr zu liefern?",0.0,0.0,Negative
RT @Podolyak_M: Only Russia is responsible for the war in Ukraine and massive missile strikes. Only Russia is behind the rapidly growing ri…,-0.04,0.85,Positive
RT @blackintheempir: Ukraine is not a NATO member and they bombed Poland,0.0,0.0,Negative
"RT @LoetitiaH: Chronique de l'agression non déclarée de l'Ukraine contre l'OTAN.

1/  2 mars - Un système ukrainien S-300 SAM détruit un av…",0.0,0.0,Negative
"RT @SwedishPM: Sweden is significantly increasing our support to Ukraine’s freedom, sovereignty and territorial integrity. Today we announc…",0.375,0.875,Negative
"@ukraine_map SU-57 is labeled ""5th Gen"" by the Kremlin...🤨

Do we really all believe that it's even close to Wester… https://t.co/MFXnzC20HO",0.2,0.2,Negative
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0.0,0.0,Negative
Can the risk of spillover from the Ukraine war be contained? https://t.co/BdB3IP5wgq,0.0,0.0,Negative
"RT @ukrainiansquad: 🇺🇦Winter will be so cold, but Ukrainian soldiers will continue to fight for Ukraine and for the world. Tell them your s…",-0.6,1.0,Positive
"RT @CliffMaloneyJr: Ukraine tried to lie the world into WWIII

Never forget this",0.0,0.0,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @thatdayin1992: ""There are no Nazis in Ukraine. That's just Putin's propaganda."" https://t.co/BtGIWRRouH",-0.1,0.1,Positive
"RT @TadeuszGiczan: The head of Belarus' Border Committee complained this morning about Ukraine's hostile actions: ""They have mined the bord…",-0.3,0.2,Positive
@annamrchnk Don’t you understand? Ukraine should really trust the leader who’s killed tens of thousands of its nati… https://t.co/hIQvXaI29I,0.0,0.1,Negative
"RT @visegrad24: 100 foreign volunteer soldiers who sacrificed their lives for a sovereign and free Ukraine.

RIP heroes. https://t.co/jitTE…",0.1375,0.4625,Negative
"RT @PhillipsPOBrien: Milley--Offensive is much more difficult. Ukraine has had great success in Kharkiv/Kherson, however chance of Ukraine…",0.275,0.5625,Negative
RT @RoyalSegolene: #Ukraine  pdt des heures une fausse information sur la #Pologne a semé la peur et l’escalade des menaces. Il faut des sa…,0.0,0.0,Negative
RT @AZgeopolitics: 🇧🇾🇺🇦Belarusian border guards shot down a drone flying from Ukraine and violated the border of the countries -the State B…,-0.155555556,0.288888889,Positive
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"RT @gummibear737: Following up on this thread about what the US gains from supporting Ukraine

A few new insights

1) “This war ends when t…",0.046590909,0.226136364,Negative
"RT @Playerinthgame: Joe Biden: “With just a few billion more, we feel certain Ukraine can finish what they started and take out Poland.” ht…",0.171428571,0.39047619,Negative
RT @wjhenn: JUST NOW: CJCS GEN Milley accuses Russia of war crimes for deliberately targeting Ukraine's energy plants yesterday with missil…,0.0,0.0,Negative
RT @BillFromIraq: So Joe gave money to Ukraine. That's Fact. Ukraine invested lots of that money in FTX. That's a Fact. The owner of FTX wa…,0.0,0.0,Negative
RT @ukrainiansquad: These warriors force you to love them. With you guys Ukraine will be free.❤️ https://t.co/b8ySXN62Gq,0.5,0.6,Negative
"RT @ianbremmer: @DavidSacks read the whole thread, david

ukraine first needed to be fully supported to get their territory back, by a stro…",0.15,0.244444444,Negative
President @JoeBiden's foreign trip takes serious turn with missile incident on NATO territory https://t.co/LXsoWVXrxp,-0.229166667,0.395833333,Positive
"RT @Flash_news_ua: The Chairman of the Joint Chiefs of Staff, General Mark Milley, said that Russia had failed ""every single"" goal in its w…",-0.173809524,0.338095238,Positive
RT @JustinTrudeau: From the @G20org today: @RishiSunak and I spoke with @ZelenskyyUa as we stand firm with the people of Ukraine. We also a…,-0.2,0.4,Positive
"RT @KyivIndependent: ⚡️Zelensky admits receiving hints that Putin wanted to negotiate. 

President Volodymyr Zelensky said on Nov. 16 that…",0.0,0.0,Negative
"RT @Flash_news_ua: ⚡️""It doesn't matter to Germany whose missile fell in Poland, in any case it is Russia's fault because it attacked Ukrai…",0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"RT @blaccioliaszaa: @oleksiireznikov This image from Ukraine 🤯
Fight like Ukrainians
https://t.co/pBN6tGCzq5 https://t.co/ehScSovcK7",0.0,0.0,Negative
"@JoeBiden Hey Biden, what about the recent money laundering through Ukraine, and everything of the underhanded deal… https://t.co/sNsNWbSQMw",0.0,0.25,Negative
RT @ComicDaveSmith: I think Ukraine made a major strategic blunder by trying to immediately paint the strikes in Poland as an intentional s…,0.0625,0.5,Negative
"RT @TeiichiAoyama: ウクライナ全土空爆・第二報＞
ロシア軍、ウクライナ全土で報告された大規模なミサイル攻撃。８５カ所＋２０カ所の主にエネルギーインフラを標的にして、巡航ミサイルの推定合計 100 発の X-101 と X-555 巡航ミサイルがウクライナで発射…",0.0,0.0,Negative
"RT @ShowGestern: Als sich herausstellte, dass die in #Polen eingeschlagenen Raketen aus der #Ukraine stammen, standen #StrackZimmermann, #R…",0.0,0.0,Negative
RT @mccaffreyr3: MSNBC. 16 Nov. Russia continues massive aerial attack on Ukraine power grid and civilian infrastructure. NATO needs to foc…,0.0,1.0,Negative
"December 12th, 2022 the Russian Bear ""Blitz""will be unleashed-with the complete capitulation of Ukraine's defense f… https://t.co/7Icg3qtZ2R",0.05,0.2,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1.0,Positive
RT @KimDotcom: I have taken a lot of heat for calling out the US proxy war in Ukraine and for educating you about the real reasons for this…,0.2,0.3,Negative
@tanjata66665499 @Dr_Derael @Molobeduu @Steve76652499 And yet you were asking why we were not intervening in the ot… https://t.co/WSptPftYdU,0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @Liveuamap: IAEA: Yesterday Ukraine's Khmelnytskyy Nuclear Power Plant (KhNPP) lost all access to the electricity grid for more than 9 h…,0.5,0.5,Negative
Would they save the same if Russia had fired it.. It still wouldn't have been intentional as they would be meant fo… https://t.co/la9yp3jiXT,0.0,0.125,Negative
,,,
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"😅😅😅#Nato says Poland missile strike ‘likely’ Ukraine accident https://t.co/YbbnVaGbCL via @YouTube 
#NATOarticle5 🌬️",0.0,1.0,Negative
RT @michaeldweiss: Predicting the trajectory and pacing of this war has not been America's strong suit. Providing security assistance to le…,0.433333333,0.733333333,Negative
"@venu3_79 عشقی. 
جبران میکنم 
دمت گرم 
#مهسا_امینی 
#تسخیر_مقرهای_سرکوب 
#اعتصابات_سراسری",0.0,0.0,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @UkrainianNews24: Ukraine has managed to bring home 103 children who were forcibly taken from Ukraine by Russian occupiers.

Source: Yar…",0.25,0.5,Negative
"RT @KyivIndependent: ""Russian goal seems to be to entrench and defend for the next several months, and then attempt a new offensive in the…",0.034090909,0.113636364,Negative
"RT @olex_scherba: A dead mobik near Luhansk. Spent in Ukraine 14 days. His last sms reads “Goodnight. Love you. Will come back to you!” 

#…",0.05,0.261111111,Negative
@Park_Cassiel @us_east_3 @LerryOwen @ZelenskyyUa only because Zelensky refuses to negotiate is your whole country a… https://t.co/v2IJsHrSyX,0.1,0.7,Negative
"RT @UPR_Asselineau: 🔥 FEU D'ARTIFICE
AVEC NOS IMPÔTS 
Vidéo prise en Ukraine aujourd'hui. Un drone suicide tactique russe Lancet (en🇷🇺 : Ла…",0.0,0.0,Negative
"RT @PhillipsPOBrien: Austin--Ukrainians are going to keep pressing the Russians, and wont let them settle and regroup. Winter should favor…",0.0,0.0,Negative
RT @ABC: BREAKING: Polish prime minister calls urgent meeting with ministers after unconfirmed reports of Russian rockets landing inside th…,0.0,0.0,Negative
"RT @SpencerGuard: Russia is 100% to blame for what happened in Poland. ""The more the world sits back and incrementally arms Ukraine, the mo…",0.25,0.25,Negative
,,,
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @RepMontague: If Biden gets his latest request approved by Congress, we will have officially sent $120 billion to Ukraine.

Can you imag…",0.5,0.9,Negative
RT @ComicDaveSmith: I think Ukraine made a major strategic blunder by trying to immediately paint the strikes in Poland as an intentional s…,0.0625,0.5,Negative
"@DonaldJTrumpJr Well, no. Why would Ukraine deliberately fire missiles on its ally? Grow a brain. And how's your buddy Putin, by the way?",0.0,0.0,Negative
"Establishment #democrats and #RINO #republicans want war.

They need to keep you distracted from the whole “Ukraine… https://t.co/sjh6oRX5cH",0.2,0.4,Negative
"RT @ZMiST_Ua: 🔥""It does not matter that the missile that fell on Poland could not be russian, as moscow is still responsible for missile st…",0.1,0.275,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0.0,0.0,Negative
"Canada sanctions Iranian makers of attack drones used by Russia in Ukraine
https://t.co/9PLJGKOoii",0.0,0.0,Negative
"RT @KazimBridges: ⚠️ ACHTUNG ⚠️ 

FÜR GENAU SO DUMM HALTEN SIE DICH 

„Deutschland ist es egal, WESSEN Rakete in Polen abgestürzt ist, auf…",0.0,0.0,Negative
"RT @Dominiquetaegon: This is BIG. 

Polish PM has just come out and said the missiles were most likely to have come from Ukrainian air defe…",0.166666667,0.533333333,Negative
RT @damnitsbts: And Europeans have a lot of balls and audacity to speak about brown immigrants as if earlier this year we didn’t see yall b…,0.0,0.5,Negative
"RT @thatdayin1992: ""There are no Nazis in Ukraine. That's just Putin's propaganda."" https://t.co/BtGIWRRouH",-0.1,0.1,Positive
"RT @Faytuks: BREAKING: ""This is getting ridiculous. The Ukrainians are destroying [our] confidence in them. Nobody is blaming Ukraine and t…",-0.266666667,0.5,Positive
"RT @desap07: @YvesPDB @EmmanuelMacron ""Rétablissement du contrôle total de la frontière d’État par le gouvernement de l’Ukraine dans l’ense…",0.0,0.75,Negative
"RT @Tendar: Due to Russia’s constant defeats and withdrawals I see the increased probability that Putin will seek for a operational pause,…",-0.0625,0.354166667,Positive
RT @blackintheempir: Ukraine is not a NATO member and they bombed Poland,0.0,0.0,Negative
"RT @AZgeopolitics: ""Freedom and democracy"" arrived in Kherson...

SBU(Security Service of Ukraine) rounded up some more ""collaborators"" in…",0.5,0.5,Negative
RT @avischarf: WSJ exculsive: Ukraine managed to land an Iranian Mohajer6 drone used by Russia. They found majority of parts originate in t…,0.0,0.0,Negative
RT @william98161886: I see Rishi just given another 4 and a half billion to the Ukraine !!!  You'd think it was us at fekin war with Russia…,-0.325520833,0.166666667,Positive
RT @mhmck: The Russian terrorist state is solely responsible for a massive missile attack on civilians and civilian infrastructure in Ukrai…,0.066666667,0.516666667,Negative
"RT @f_philippot: - Zelensky dit que la Russie a attaqué la Pologne
- Même les Américains répondent que le missile vient d’Ukraine
- Zelensk…",0.0,0.0,Negative
RT @usownstheplanet: The Embassy is delighted to see that the #Ukrainian military has begun to demonstrate its core human rights qualities…,0.2,0.3,Negative
"@KyivIndependent If it were a Russian missile, NATO would never admit it. It's easier to say that it was Ukraine's… https://t.co/4MlNPV9JHf",0.0,0.0,Negative
RT @Bundeskanzler: Russlands Präsident Putin steht in der Welt fast alleine da. Er hat keine starken Bündnispartner. Das ist das wichtigste…,0.2,0.6,Negative
,,,
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0.0,0.0,Negative
RT @Dana_Heide: China is and has been at Russias side in the war against Ukraine from day one. Xi and Putin have sworn to be friends withou…,0.0,0.0,Negative
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0.0,0.0,Negative
RT @TheProgressives: Yesterday's rocket explosion at the Polish border would not have happened if Russia had not waged war against Ukraine!…,0.0,0.0,Negative
RT @The4Symbols: @GBNEWS @Nigel_Farage Have you heard about Z &amp; The Pandora Papers?Burisma?The EU's own auditors in Sept 21 concluded Ukrai…,0.6,1.0,Negative
https://t.co/IZ4SRl2l7M,0.0,0.0,Negative
"RT @atrupar: Gen. Milley commits to supporting Ukraine: ""This is a war that Russia's leadership has chosen to put Russia into. They didn't…",0.25,0.25,Negative
"RT @Tendar: Germany increases arms package for Ukraine:

- Ammunition for MARS2
- 8 Oshkosh M1070 heavy trucks
- 39 border patrol vehicles…",-0.2,0.5,Positive
"@halthesham @faultytrapeeze @WarMonitor3 I am not saying it was right or wrong, the video was just saying that migh… https://t.co/9sR4Zj8kyi",-0.107142857,0.717857143,Positive
RT @GuntherEagleman: Joe Biden asking for 37 Billion more for Ukraine is fucking absurd…,-0.05,0.65,Positive
"RT @NOELreports: Air defense systems provided by the US and allied countries help Ukraine protect the civilian population, and the American…",0.0,0.0,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1.0,Positive
"RT @atrupar: Gen. Milley commits to supporting Ukraine: ""This is a war that Russia's leadership has chosen to put Russia into. They didn't…",0.25,0.25,Negative
"DW (English): Ukraine updates: Zelenskyy calls Russia 'terrorist state'.
https://t.co/uPWjBYzuol

via @GoogleNews",0.0,0.0,Negative
"RT @TpyxaNews: “Germany does not care whose rocket fell in Poland, in any case Russia is to blame, because it attacked Ukraine” — Olaf Scho…",0.0,0.0,Negative
"RT @KyivIndependent: ⚡️Sweden to supply Ukraine with air defense systems.

According to Sweden’s Defense Minister Pål Jonson, the upcoming…",0.0,0.0,Negative
"RT @RepGosar: I will vote NO to any additional funding to Ukraine.

Enough is enough, I will not stand for this corrupt money laundering op…",-0.166666667,0.666666667,Positive
@ChristopherJM @NoVA_Campaigns This is not Ukraine’s fault. Russia bears responsibility for what happened in Poland… https://t.co/aY1HeLWvuI,0.0,0.0,Negative
RT @RebelNews_USA: The findings eased concerns that the situation could escalate out of control with NATO’s involvement in the ongoing conf…,0.0,0.0,Negative
RT @travisakers: Hey little Donnie. Why exactly do you think Ukraine was firing anti-air missiles? Perhaps it’s because your favorite dicta…,0.1875,0.583333333,Negative
"RT @ChristopherJM: Responding to Zelensky’s remarks tonight, a NATO country diplomat told me: “This is getting ridiculous. The Ukrainians a…",-0.333333333,1.0,Positive
"RT @m_kollmorgen: Zur Erinnerung :
#Russland führt einen #Angriffskrieg gegen die #Ukraine! 👇 https://t.co/VS11w5LI1W",0.0,0.0,Negative
"RT @Flash_news_ua: The Chairman of the Joint Chiefs of Staff, General Mark Milley, said that Russia had failed ""every single"" goal in its w…",-0.173809524,0.338095238,Positive
RT @JackPosobiec: Ukraine asked for a full-scale NATO intervention yesterday,0.0,0.0,Negative
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0.0,0.0,Negative
"RT @natemook: Every day at the Hachiko volunteer center in Kramatorsk in eastern Ukraine, people bring by their pets—many rescued during th…",-0.1,0.1,Positive
@EvaTrmx86qc7r Never stop supporting ukraine. Never stop fighting evil. Never stop fighting Russia.,-0.375,0.625,Positive
"RT @GlasnostGone: In the picturesque seclusion of the wooded cemetery in Plesets'ke village near Kyiv, Russia killed this women. Shrapnel f…",-0.05,0.2,Positive
RT @ukrainiansquad: All Ukranians together for Ukraine❤️ https://t.co/zwHMgFKUCR,0.0,0.0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @Maks_NAFO_FELLA: White House Statement :

 — The US trusts the Polish investigation into the explosion, which established that the inci…",0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"@FIFAWorldCup @XS_11official @nati_sfv_asf @TeamMelliIran Islamic republic is abducting women, who are banned from… https://t.co/KcANIKM8HI",0.0,0.0,Negative
"RT @lrish_Minx: @bennyjohnson Let me get this right , 

So if it was from Russia it would have been WW3 but because it was Ukraine that fir…",0.285714286,0.535714286,Negative
"RT @Maks_NAFO_FELLA: The winter war is beneficial to Ukrainians, - US Defense Minister Lloyd Austin.

 ""We provided Ukraine with a huge amo…",0.4,0.9,Negative
"The United States' goal is to have an endless war, not a successful war in Ukraine, Julian Assange says

#Ukraine… https://t.co/zuY8kv4mqT",-0.25,0.85,Positive
"RT @lrish_Minx: @bennyjohnson Let me get this right , 

So if it was from Russia it would have been WW3 but because it was Ukraine that fir…",0.285714286,0.535714286,Negative
"RT @ukraine_map: Ukraine🇺🇦 Air Defense Systems

NATO SAM Systems
NASAMS 🇺🇸🇳🇴 (16 Launchers)
Stormer HVM 🇬🇧 (6 Launchers)
Aspide 🇮🇹 (4 Launc…",0.0,0.0,Negative
"RT @RepMTG: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Zelensky…",0.25,0.85,Negative
RT @DeptofDefense: LIVE: @SecDef Lloyd J. Austin III and Chairman of @TheJointStaff @USArmy Gen. Mark A. Milley brief the press following a…,0.045454545,0.311111111,Negative
"RT @TadeuszGiczan: The head of Belarus' Border Committee complained this morning about Ukraine's hostile actions: ""They have mined the bord…",-0.3,0.2,Positive
RT @Denosko1: 👇👇👇👀🧐 https://t.co/bWwCTLGSUN,0.0,0.0,Negative
"RT @ChristopherJM: Zelensky also confirms CIA Director Bill Burns' Kyiv visit Tuesday, during Russia's missile attack. “Yesterday Burns sat…",0.0,0.0,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @AZgeopolitics: 🇵🇱🇺🇦🚀Responding to Zelensky’s remarks tonight about the denial,a NATO country diplomat told me: “This is getting ridicul…",0.0,0.0,Negative
"Top US general: Russia has lost strategically, operationally and tactically https://t.co/DgITaGw1zJ",0.275,0.5,Negative
@DPJHodges @LukhmanM Christ you’re out of touch. People in my profession haven’t had a pay rise since long before C… https://t.co/Q8awKAtxgw,-0.05,0.4,Positive
RT @damnitsbts: And Europeans have a lot of balls and audacity to speak about brown immigrants as if earlier this year we didn’t see yall b…,0.0,0.5,Negative
RT @DarthPutinKGB: Ukraine is risking WW3 by shooting down an innocent Russian cruise missile on its way to denazify a childrens playground.,0.114814815,0.32962963,Negative
"RT @PL_2050: Czegokolwiek nie ustalą specjaliści, to ten pocisk jest efektem zbrodniczej napaści Rosji na niepodległą Ukrainę. Tragedia pol…",0.0,0.0,Negative
,,,
RT @tonibaranek: @BloxMisko @CanadianKitty1 If USA haven't organised Maidan and instaled a puppet nazi hunta in Kiev 2014 and if nazis have…,0.0,0.0,Negative
"RT @Faytuks: BREAKING: ""This is getting ridiculous. The Ukrainians are destroying [our] confidence in them. Nobody is blaming Ukraine and t…",-0.266666667,0.5,Positive
Trump and Putin made detailed plans to avoid a protracted war in Ukraine but nooo you voters had to go and spoil it,0.4,0.75,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
@KarinaVinnikova Not fair. Without NATO situation would have been worst for Ukraine.,-0.675,0.95,Positive
"RT @NATO: ❝This is not Ukraine’s fault. Russia bears ultimate responsibility, as it continues its illegal war against Ukraine.❞

@jensstolt…",-0.25,0.75,Positive
"RT @BenoitBoullay: Quand on pense que Macron a donné 1/3 de notre artillerie à l'Ukraine, c'est quand même d'une incroyable légèreté à la l…",0.0,0.0,Negative
"RT @Mazagan_Ft: @MartinGenier Bon, maintenant qu'on sait que c'était une frappe ukrainenne, on ne doit plus hésiter : l’OTAN doit frapper v…",0.0,0.0,Negative
"RT @MaajidNawaz: We TRIED to WARN you
و ما علينا الا البلاغ المبين

March 2022 with @Timcast:

“Azov NAZI Battalions are officially part of…",0.0,0.0,Negative
@stuma1988 @KyivIndependent What is so hard to understand that they shot down 73 of 100 mussles fired over ALL OF U… https://t.co/vr9IwcyByE,-0.223611111,0.415277778,Positive
"RT @naoyafujiwara: ウクライナでの米軍戦闘部隊のための舞台は整った - OpEd
 2022年11月15日 マイク・ホイットニー 

https://t.co/2MoC4b6xoo
機械翻訳

ケルソンからの撤退がロシア軍にとって黒星であったことは間違いない。…",0.0,0.0,Negative
"@LordStonely @rob_bristow_CA @Roman_Baber Is occupation ever legal? And let’s remember, real occupation is in Ukraine.",0.2,0.25,Negative
"RT @ProudElephantUS: If Democrats LOVE Ukraine as much as it seems, maybe they should move there since it’s so great?",0.5,0.516666667,Negative
"@LT_Greenwald @Carichampionsoc @Morning_Joe @JohnFetterman Get over to Ukraine, Rambo. They need experienced operat… https://t.co/fe9VLC1FZd",0.8,0.9,Negative
"@KeznAl Just remember yesterday Russia bombed Poland, and people calling for NATO intervention. Today it turns out… https://t.co/AyqGk3hKUo",0.0,0.0,Negative
"RT @NATO: ❝This is not Ukraine’s fault. Russia bears ultimate responsibility, as it continues its illegal war against Ukraine.❞

@jensstolt…",-0.25,0.75,Positive
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @blackintheempir: Ukraine is not a NATO member and they bombed Poland,0.0,0.0,Negative
"Go Fuck сябе, Пуцін!
(Belarusian)

#PutinWarCrimes #FuckPutin #RussiaWarCrimes #Ukraine",-0.5,0.6,Positive
RT @LibertasExPugna: Mmhmm so Ukraine “accidentally” hits Poland &amp; immediately calls for NATO to attack Russia; plunging world into war… no…,0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @citizentommy: Are you paying attention people? This is the reality of Ukraine and their desire to trigger a new world war. Stop swallow…,0.136363636,0.454545455,Negative
RT @humb1ed_: Sent Ukraine 89.3 billion. Word to @4141steph  https://t.co/PyoejV1I1q,0.0,0.0,Negative
