Tweet,polarity,subjectivity,Sentiment
"@IVynogradna @ChristopherJM They can want whatever they want, it's not their investigation. It was on Poland's soil… https://t.co/nubgp6cSfC",0.0,0.0,Negative
"RT @CliffMaloneyJr: Ukraine tried to lie the world into WWIII

Never forget this",0.0,0.0,Negative
"RT @JackPosobiec: US officials now admit blast in Poland caused by stray missile fired by Ukraine

https://t.co/6fBF2ldG6j",0.0,0.0,Negative
"RT @idreesali114: U.S.-provided NASAMS air defense systems have had a 100% success rate in Ukraine intercepting Russian missiles, U.S. Defe…",0.15,0.0,Negative
"RT @OstapYarysh: Latest donations by #Ukraine allies:

🇸🇪: $287 million pkg with air defense systems; 
🇪🇸: Hawk launchers + missiles; 
🇨🇦:…",0.5,0.9,Negative
"RT @NATO: ❝This is not Ukraine’s fault. Russia bears ultimate responsibility, as it continues its illegal war against Ukraine.❞

@jensstolt…",-0.25,0.75,Positive
"@witte_sergei Poland declares war on Ukraine, Ukraine surrenders to Poland, Poland conscripts Ukraine military, new… https://t.co/GkwO7B1vMO",-0.1,0.1,Positive
@BHL Nous devons donc soutenir la Pologne et attaquer et neutraliser l'Ukraine pour soutenir un membre de l'OTAN si on vous suit ? 😃,0.0,0.0,Negative
"RT @ChristopherJM: Responding to Zelensky’s remarks tonight, a NATO country diplomat told me: “This is getting ridiculous. The Ukrainians a…",-0.333333333,1.0,Positive
"RT @ChristopherJM: Responding to Zelensky’s remarks tonight, a NATO country diplomat told me: “This is getting ridiculous. The Ukrainians a…",-0.333333333,1.0,Positive
@Ed_Randgad @POTUS Yes I'm sure you'd rather that money go to Ukraine or to help you pay back that stupid loan you… https://t.co/HPyJ95bays,-0.1,0.62962963,Positive
"RT @GlobalActionPW: In UN Security Council on Ukraine, @USAmbUN notes her announcement ""in the dark"" while in Ukraine pledging fresh suppor…",0.075,0.45,Negative
RT @CitizenFreePres: MTG is calling an audit for every penny sent to Ukraine https://t.co/gOrDZCsXd4,0.0,0.0,Negative
RT @Gunun_Cizgisi: #Poland #Polonya #rusya #Russia #Ukrayna #Ukraine #NATO #usa #AB https://t.co/HP60lupJxB,0.0,0.0,Negative
@SkyNews Russia did not start this war. Ukraine started this war because they tried to genocide the Russian people… https://t.co/TQmOtmsXBa,0.0,0.0,Negative
RT @rising_serpent: Biden-FTX-Ukraine is everything they claimed Trump was doing with Russia and then investigated him for five straight ye…,0.2,0.4,Negative
RT @SirRogerGale: If an invasion is illegal somewhere it is illegal everywhere. The Turkish invasion and occupation of northern Cyprus (now…,-0.5,0.5,Positive
RT @thomas_dudek: Auf den Raketeneinschlag in dem Dorf Przewodow hat man in Polen zurückhaltend reagiert. Das mag überraschend sein bei der…,0.0,0.0,Negative
RT @avischarf: WSJ exculsive: Ukraine managed to land an Iranian Mohajer6 drone used by Russia. They found majority of parts originate in t…,0.0,0.0,Negative
RT @rolf_muthmann: @MGGA2021h Die Ukraine hat ja einiges an kriegsmaterial erbeutet. Ich halte es für wahrscheinlich dass die Ukraine diese…,0.0,0.0,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0.0,0.0,Negative
"RT @ProfOsinbajo: I am told by Mr. Olusoji Apampa, CBi Co-Founder that the success recorded is now attracting international reviews as coun…",0.15,0.0,Negative
"THE MONEY LAUNDERING, THE WEAPONS  SALES , CV19. BIO EXPERIMENTS ON PEOPLE AND UKRAINE LAB`, ZION AND NAZI CLOSE CO… https://t.co/0hhQ6Jz5tA",0.0,0.0,Negative
"RT @Bubblebathgirl: Zelensky just got caught lying about the missile that killed innocent citizens in Poland.

It didn’t come from Russia l…",0.15,0.35,Negative
"RT @Afterhours_Live: Ukraine Poland False Flag Falls Apart In Real Time, As MSM Toes The Line - Here's What We Can Prove https://t.co/2kdci…",-0.1,0.45,Positive
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0.0,0.0,Negative
"RT @YourmediaAgency: #ukraine #Cherson #Kherson Z aus Kiew verweist westliche Journalisten des Landes, die nicht seinen Weisungen folgen. S…",0.0,0.0,Negative
"@OddswithGOP GOOD!  That’s exactly how I want my tax dollars spent, helping “Democracy” throughout the world. Ukrai… https://t.co/hAFsuIUp7a",0.341666667,0.316666667,Negative
RT @fabushka_: Ukraine: mercilessly murders peaceful Polish farmers and destroys their tractor in an attempt to drag NATO into direct confr…,-0.1125,0.492708333,Positive
"RT @Gerashchenko_en: If you think we will stop on Ukraine, think thrice. Ukraine is just a milestone in ensuring strategic security of Russ…",0.0,0.0,Negative
"RT @MGGA2021h: So wie es aussieht kamen die Raketen eher aus der Ukraine statt aus Russland. 
Und ausgerechnet die Amis behaupten das. Das…",0.0,0.0,Negative
"RT @valllldo: мелявтан, россиянь агрессиязо эзь прядово

кода эряви лездамс Украинанень течи🔻
how to help Ukraine today🔻 https://t.co/PeVgm…",0.0,0.0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"@waldorf_charles Mal abgesehen davon dass der naheliegendste Kandidat hier die Ukraine ist, - mal ein Blick geworfe… https://t.co/4iHXpHOecs",0.0,0.0,Negative
The blast that killed two people in Poland near its eastern border put Ukraine’s air defenses under the spotlight https://t.co/SIxZhXWi3o,-0.05,0.2,Positive
@smithkenny @lakebummer @TheFirstonTV he spent 7.6 trillion in 4 years Biden has spent 6 in 2… https://t.co/ye004GQltD,-0.1,0.1,Positive
RT @Concern70732755: With the collapse of FTX it’s imperative that we also follow the money trails.There is broad base assertions that subs…,-0.36875,0.65625,Positive
"RT @fengyunshe: G20欢迎晚宴: 习近平和拉夫罗夫的时尚宣示
15日G20峰会晚宴上，习近平和俄罗斯外交部长拉夫罗夫都穿着醒目的亮紫色花卉衬衫，展示了两国之间的友好关系，与此同时，中国拒绝在峰会上谴责俄罗斯的入侵，并反对在联合声明中称其为“战争”。
特评：这还不…",0.0,0.0,Negative
"@Jim_Jordan Dear Jim , The most important thing for the judiciary focusing on is the money laundry that happened wi… https://t.co/RWNy0E6qYP",0.45,0.75,Negative
@JDBakewell How about..too generous furlough pay outs ..which everyone seems to think was a gift and a war in the Ukraine.,0.0,0.0,Negative
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"RT @PeterBorbe: Sollte herauskommen, dass die Raketen, die auf polnischem Territorium eingeschlagen sind, ukrainische Flugabwehrraketen sin…",0.0,0.0,Negative
"RT @McFaul: The longer Putin continues his invasion of Ukraine, the more likely that more tragedies like that in Poland today will happen.…",0.333333333,0.666666667,Negative
"@WarMonitor3 Bad weather is a fallacy, all that exists is incorrect clothing.

All that lovely warm kit Ukraine is… https://t.co/6Ts2G8dwgC",0.133333333,0.672222222,Negative
"RT @Dominiquetaegon: This is BIG. 

Polish PM has just come out and said the missiles were most likely to have come from Ukrainian air defe…",0.166666667,0.533333333,Negative
"RT @DickDelingpole: Russia hits Poland with missile: Act of war. 
Ukraine hits Poland with missile: Meh, it could happen to anyone.",0.0,0.0,Negative
RT @hPawsjAfv9d6Y7v: L'occupation israélienne détient toujours les corps de 118 martyrs palestiniens dans des congélateurs de morgue depuis…,0.0,0.0,Negative
"RT @TeiichiAoyama: ウクライナ全土空爆・第二報＞
ロシア軍、ウクライナ全土で報告された大規模なミサイル攻撃。８５カ所＋２０カ所の主にエネルギーインフラを標的にして、巡航ミサイルの推定合計 100 発の X-101 と X-555 巡航ミサイルがウクライナで発射…",0.0,0.0,Negative
"They would turn on Ukraine before they turn this whole bitch into WW3, they know their out of this turning into com… https://t.co/bG7uJL1QDL",0.2,0.4,Negative
RT @davidkurten: The collective West should stop sending money and weapons to Ukraine and avoid escalation to a nuclear conflict.,0.0,0.0,Negative
@realTomBohn Kim Dotcom Ukraine executed the false flag attack on Poland so poorly that there was no chance to blam… https://t.co/D87wCKR5qc,-0.4,0.6,Positive
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0.0,0.0,Negative
"RT @Vastuullisuus: 'Collaboration needed to save world': Ukraine war tops agenda at G20 summit
   https://t.co/kxZC1gGmT1
#Ukraine #War #G2…",0.0,0.0,Negative
@samanthamarika1 Planning on blaming Russia for something Ukraine does next.,0.0,0.0,Negative
"RT @UPR_Asselineau: 🔥 FEU D'ARTIFICE
AVEC NOS IMPÔTS 
Vidéo prise en Ukraine aujourd'hui. Un drone suicide tactique russe Lancet (en🇷🇺 : Ла…",0.0,0.0,Negative
"RT @Dylan_Housman: Rep. Adam Smith: Ukraine was right to blame Russia for missile hitting Poland, because it ""damn sure"" wouldn't have happ…",0.392857143,0.712301587,Negative
RT @KimDotcom: Ukraine executed the false flag attack on Poland so poorly that there was no chance to blame Russia without losing all credi…,-0.4,0.6,Positive
"RT @ianbremmer: us govt now saying out loud what everyone has been saying privately for months:

complete removal of russian troops from uk…",0.05,0.39375,Negative
@PabloMoralesPL Napierdala w Ukraine. Jak to ruscy agenci.,0.0,0.0,Negative
"RT @AJEnglish: ‘Not Ukraine’s fault’ 

NATO says Russia to blame for Poland blast https://t.co/B4kOESdFdq https://t.co/iHMOjTJyKn",0.0,0.0,Negative
"RT @Flash_news_ua: ⚡️Strikes on the energy infrastructure of Ukraine are the most powerful weapon that Russia has left.

This was stated by…",0.266666667,0.5,Negative
"RT @idreesali114: U.S.-provided NASAMS air defense systems have had a 100% success rate in Ukraine intercepting Russian missiles, U.S. Defe…",0.15,0.0,Negative
"RT @aaronjmate: While Gen. Milley backs talks with Russia, a US official says that ""the State Department is on the opposite side of the pol…",0.0,0.0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @Zahnfee3x7: UKRAINE-KRIEG
Polen: Rakete stammte sehr wahrscheinlich von Ukraines Luftabwehr...
Bild Zeitung verbreitet Fake News. Etwas…",-0.5,1.0,Positive
@TaraBull808 Idk why they use that as leverage you got only fans and porn who cares however if you have real proof… https://t.co/WPihTSOfez,0.1,0.65,Negative
"@inversefox @jacksonhinklle Nato in Ukraine?
Welcome!",1.0,0.9,Negative
@MESTEVE05 @DrFranckClarot Il faut que L'OTAN déclenche l'article 5 car un pays de L'OTAN la Pologne a été attaqué… https://t.co/rPoCAdPFkr,0.0,0.0,Negative
RT @markito0171: Liberation of 🇺🇦✌️#Kherson city 11.11.2022 #Ukraine https://t.co/PVUaKQnJjS,0.0,0.0,Negative
RT @ukrainiansquad: These warriors force you to love them. With you guys Ukraine will be free.❤️ https://t.co/b8ySXN62Gq,0.5,0.6,Negative
@timand2037 Ukraine wants to attribute its guilt to others and does not accept the responsibility of its war.,0.2,0.1,Negative
"Der Weg zum Frieden besteht darin, die Ukraine in die Lage zu versetzen, den Aggressor nachhaltig zu vertreiben. De… https://t.co/DfqgjxFrlt",0.0,0.0,Negative
"RT @f_philippot: - Zelensky dit que la Russie a attaqué la Pologne
- Même les Américains répondent que le missile vient d’Ukraine
- Zelensk…",0.0,0.0,Negative
"RT @Kaunas_98: Les russes balancent 95 missiles sur l'#Ukraine, pourtant @NPolony trouve qu'on livre vraiment trop d'armes aux #ukrainiens.…",0.0,0.0,Negative
"RT @kylenabecker: Ukraine-FTX-Biden is the huge scandal the mainstream media constantly lied about under Trump.

It has everything you'd ne…",0.2,0.616666667,Negative
,,,
@geli_fli @Nevergiveup3110 Wer hat die Raketen abgefeuert und dabei die Grenzregion der Ukraine ins Ziel genommen?… https://t.co/j0qReksYuT,0.0,0.0,Negative
"@nerazzuri09 So, Ukraine must be sacrificed to Russian ambitions because US motivations may be impure?
Is that it?",0.0,0.0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"@alpenmaster So wie die Ukraine mit uns umgeht , die Beschimpfungen, Beleidigungen unserer Politiker,  die unversch… https://t.co/5WG6EMfuxS",0.0,0.0,Negative
"RT @POTUS: We also reaffirmed our continued readiness to hold Russia accountable for its brazen attacks on Ukraine, even as the G20 meets t…",0.0,0.0,Negative
What is at stake in Ukraine is the continuation of the stranglehold of the [clowns] over the very fabric of global… https://t.co/mcp9qeJG7u,0.2,0.3,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0.0,0.0,Negative
"RT @Liveuamap: During the power loss, KhNPP's two reactors were shut down, halting electricity delivery. @rafaelmgrossi: ""This was a very c…",0.022222222,0.294444444,Negative
"RT @WarMonitors: ⚡️⚡️Financial Times: 

Responding to Zelensky’s remarks tonight, a NATO country diplomat told me: “This is getting ridicul…",0.0,0.0,Negative
"RT @trapperjohn37: So if I understand it right we sent money to Ukraine, then Ukraine invests money in a crypto scam that then spends 40 mi…",0.285714286,0.535714286,Negative
"RT @ThierryMARIANI: Cette séquence est la démonstration des procédés de communication de #Zelensky. 
L’#Ukraine ne tient que par sous perfu…",0.0,0.0,Negative
@Timgeorge78 @chienganu @POTUS Looks like it realy was ukraine,0.0,0.0,Negative
"RT @EuromaidanPress: Join us every day as we observe a minute’s silence in honor of the soldiers, men, women&amp;children who perished in this…",0.0,0.0,Negative
,,,
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1.0,Positive
Yesterday all over the news you heard about Russia bombing Poland. Today you have to dig hard to find it was fired… https://t.co/2PU58LJcJ3,-0.291666667,0.541666667,Positive
"Russian missiles never hit Poland.

End all taxpayer money going to support Ukraine now. 

Propaganda has horrific… https://t.co/7TLcQHHuuD",-0.05,0.05,Positive
"Who hit the missile? 😂😂
#Ukraine #Poland #Russia #NATO #WWIII https://t.co/RTFlH1KzuK",0.0,0.0,Negative
"RT @amanpour: Estonia’s PM @kajakallas has a message for NATO allies on supporting Ukraine: “Please, look to your storage, look to your war…",0.25,0.25,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @jeremycorbyn: I condemn the Russian invasion, the war against Ukraine and the illegal occupation. 

Today, I asked the Foreign Secretar…",-0.208333333,0.208333333,Positive
RT @ASavageNation: is it possible Ukraine fired missiles  into Poland to drag NATO/US into war with Russia?,-0.05,0.535416667,Positive
"RT @innocentraha3: L'occident veut la #RDC, tout ce passe chez. #Ukraine #Russie #OTAN en #RDC. L'ennemi c'est l'occident",0.0,0.0,Negative
"RT @TadeuszGiczan: The head of Belarus' Border Committee complained this morning about Ukraine's hostile actions: ""They have mined the bord…",-0.3,0.2,Positive
RT @TomCoach14: #Polen #Ukraine️ 2 Raketen schlagen in Polen ein. reflexartig erst mal wars der Russe. Dann ooohaaa könnte auch aus der Ukr…,0.0,0.0,Negative
"RT @Hromadske: NATO will continue to assist in the creation of a multilevel air defense system in Ukraine, NATO Secretary General Jens Stol…",0.05,0.5,Negative
"RT @KBoz3: “Learn #Ukrainian, otherwise the war will end, and the habit of killing #Russians will remain”

Such posters are hung by the #Na…",0.0,0.5,Negative
"RT @PremierRP: Premier @MorawieckiM w @tvp_info: Winę za śmierć naszych rodaków ponosi Rosja, która nie tylko napadła na Ukrainę, ale i ter…",0.0,0.0,Negative
"RT @RT_com: Russian oil deliveries to Hungary resumed – FM

The transit of Russian crude through the Druzhba pipeline is once again on trac…",-0.233333333,0.333333333,Positive
"RT @RepMontague: If Biden gets his latest request approved by Congress, we will have officially sent $120 billion to Ukraine.

Can you imag…",0.5,0.9,Negative
"RT @mhmck: As expected, NATO found excuses for inaction rather than retaliate against the Russian terrorist state.

A limited response woul…",-0.057142857,0.180952381,Positive
@niceblackdude Who supplied Ukraine with the defense system they aren’t capable of using properly?,0.1,0.25,Negative
"@Anonymous9775 die ukraine hat Polen angegriffen, es gab 2 Tote. Die Nato sollte sofort in der ukraine einmarschier… https://t.co/XtuJBU9ATK",0.0,0.0,Negative
"RT @KyivIndependent: ""Russian goal seems to be to entrench and defend for the next several months, and then attempt a new offensive in the…",0.034090909,0.113636364,Negative
Ukraine openly lying? 🥱 https://t.co/aJsuHGCACm,0.0,0.5,Negative
"RT @TulsiGabbard: Biden Admin is giving blank check to military industrial complex &amp; corrupt bureaucrats in Ukraine, while pushing for 87k…",-0.225,0.375,Positive
"RT @TheLastRefuge2: FYI, while the mainstream media proclaimed Russia fired rockets into Poland, this account accurately identified the mis…",0.4,0.633333333,Negative
"RT @Maks_NAFO_FELLA: The winter war is beneficial to Ukrainians, - US Defense Minister Lloyd Austin.

 ""We provided Ukraine with a huge amo…",0.4,0.9,Negative
RT @BillFromIraq: So Joe gave money to Ukraine. That's Fact. Ukraine invested lots of that money in FTX. That's a Fact. The owner of FTX wa…,0.0,0.0,Negative
"RT @Playerinthgame: Joe Biden: “With just a few billion more, we feel certain Ukraine can finish what they started and take out Poland.” ht…",0.171428571,0.39047619,Negative
"RT @oryxspioenkop: Russia acquired these vehicles from the secondhand car market, and did not capture them from Ukraine. https://t.co/bagJE…",-0.1,0.3,Positive
"RT @qunfuz2: Was eating Syrian fast food in a cafe last night and talking (in English) about Russian savagery in Ukraine, and how belatedly…",0.05,0.166666667,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0.0,0.0,Negative
"RT @NATO: ❝This is not Ukraine’s fault. Russia bears ultimate responsibility, as it continues its illegal war against Ukraine.❞

@jensstolt…",-0.25,0.75,Positive
"RT @basedinmatrix: @disclosetv russia does it - world war 3

ukraine does it - lmao just an accident all good bro",0.65,0.8,Negative
RT @KimDotcom: I have taken a lot of heat for calling out the US proxy war in Ukraine and for educating you about the real reasons for this…,0.2,0.3,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1.0,Positive
"RT @SimonWDC: Trump: 
- appeased Russia and Putin, helped create current Ukraine crisis
- tried to illegally install himself as Pres
- had…",-0.25,0.45,Positive
RT @BPartisans: ◾Les pays de l'OTAN devraient réfléchir après l'incident en Pologne avec des missiles - à quel point l'Ukraine est un parte…,0.0,0.0,Negative
@tanjata66665499 @Dr_Derael @Molobeduu @Steve76652499 How do you know we don't care about them?  the difference is… https://t.co/533C5ysLpl,0.0,0.0,Negative
@WhiteHouse Lets see you put money into Ukraine using taxpayer money that Ukraine put into FTX which stole it back… https://t.co/yXFezSSMCc,0.0,0.0,Negative
@Dannybroadbent1 @dimatkach69 @jtidmarsh @G_CURLEY @JackPosobiec https://t.co/fnNbZkOK6i,0.0,0.0,Negative
"RT @irgarner: A reminder that Russia shot down a passenger jet over Ukraine in 2014, killing 298 civilians, and the West shrugged and got o…",-0.155555556,0.288888889,Positive
"RT @KazimBridges: ⚠️ ACHTUNG ⚠️ 

FÜR GENAU SO DUMM HALTEN SIE DICH 

„Deutschland ist es egal, WESSEN Rakete in Polen abgestürzt ist, auf…",0.0,0.0,Negative
RT @jacksonhinklle: I was called a dangerous conspiracy theorist yesterday for stating that Ukraine was responsible for the deadly missile…,-0.2,0.616666667,Positive
"RT @mrbenwexler: Joe Biden beat Trump, got vaccines into tens of millions of arms, helped Ukraine beat back Putin, invested billions in gre…",0.0,0.0,Negative
@JackPosobiec Ukraine is NATO's bait against Russia. They'll never fight Ukraine because Ukraine is dying naturally… https://t.co/ItWgd7NFD2,0.0,0.0,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0.0,0.0,Negative
RT @wjhenn: JUST NOW: CJCS GEN Milley accuses Russia of war crimes for deliberately targeting Ukraine's energy plants yesterday with missil…,0.0,0.0,Negative
"@jensstoltenberg @prezydentpl explosion ? was not a missile from Ukraine ? absurd you are all liars, embarrassing",-0.5,1.0,Positive
"Top US general says US will support Ukraine's defence 'for as long as it takes'

Via The Independent : Wed, 16 Nov… https://t.co/ZQXoREbBv4",0.125,0.38125,Negative
"RT @lcatboonies: @mikepompeo Wut?

""He was not happy to have been questioned about Ukraine, he asked, 'Do you think Americans care about Uk…",-0.4,1.0,Positive
"RT @timand2037: Looks like the ""Russian missile"" which hit #Poland was an S300 from #Ukraine.",0.0,0.0,Negative
@SurveyorPurvey @SkyNews ukraine,0.0,0.0,Negative
2/4  de la part des autorités ukrainiennes. Le missile n'a pas pu être lancé par erreur à 100 km dans la direction… https://t.co/pmDMFdAyJW,0.0,0.0,Negative
RT @tcabarrus: #VolodymyrZelinsky a tort de continuer à dire que c'est la #Russie qui a frappé la #Pologne. Car l'enquête démontre que le #…,0.0,0.0,Negative
RT @birrion: Turns out the missile was from Ukraine. Yet Russia was blamed immediately by the capitalist press. Just another day pushing fo…,0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @Rinegati: The 140th Separate Reconnaissance Battalion of the Naval Infantry of the Naval Forces of Ukraine corrects Ukrainian artillery…,0.0,0.0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @BenoitBoullay: Quand on pense que Macron a donné 1/3 de notre artillerie à l'Ukraine, c'est quand même d'une incroyable légèreté à la l…",0.0,0.0,Negative
,,,
"RT @JustinTrudeau: Today, I had my first in-person meeting with Prime Minister @GiorgiaMeloni. We discussed the historic ties between Canad…",0.125,0.166666667,Negative
"RT @KyivIndependent: ⚡️Sweden to supply Ukraine with air defense systems.

According to Sweden’s Defense Minister Pål Jonson, the upcoming…",0.0,0.0,Negative
"RT @RepMTG: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Zelensky…",0.25,0.85,Negative
"RT @RepMTG: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Zelensky…",0.25,0.85,Negative
RT @ukraine_map: Croatia 🇭🇷 will provide Ukraine 🇺🇦 with 14 Mi-8 helicopters to get US Blackhawk helicopters in return reports a Croatian N…,0.0,0.0,Negative
"RT @JackPosobiec: US officials now admit blast in Poland caused by stray missile fired by Ukraine

https://t.co/6fBF2ldG6j",0.0,0.0,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @SocialistMMA: Liberals calling for WW3 after the Poland missile attack, only for it to be revealed it’s Ukraine fault thus them going s…",0.0,1.0,Negative
RT @twinkrevsam: The last thing we need is more US imperialist intervention in Ukraine and Eastern Europe. Just stop giving weapons and fun…,0.25,0.283333333,Negative
RT @blackintheempir: Ukraine is not a NATO member and they bombed Poland,0.0,0.0,Negative
@Duke_of_yorkk @RealCandaceO It was a Ukranian missile that killed Pols. He tried to get us to invoke article 5 and… https://t.co/argCK3Mb7F,-0.2,0.0,Positive
"RT @NOELreports: Air defense systems provided by the US and allied countries help Ukraine protect the civilian population, and the American…",0.0,0.0,Negative
"RT @berlin_bridge: If NATO isn’t willing to #CloseTheSkies, its members should withdraw objections to #Ukraine striking military sites firi…",0.216666667,0.616666667,Negative
RT @ukrainiansquad: All Ukranians together for Ukraine❤️ https://t.co/zwHMgFKUCR,0.0,0.0,Negative
"RT @RepMTG: Biden wants more money, $37.7 billion, for Ukraine but still refuses to do anything for America’s border.

Biden is the best bu…",0.566666667,0.3,Negative
@stevew63 @Nigel_Farage when did Ukraine give FTX money?,0.0,0.0,Negative
"@ZelenskyyUa No, Crimea will not return to Ukraine until the ""occupied"" residents themselves and the head do not want it.",0.0,0.0,Negative
"RT @Kasparov63: As I wrote yesterday, Russia's bombardments of Ukraine would inevitably lead to fatalities outside of Ukraine. As with MH17…",0.0,0.525,Negative
"RT @TIME: Public support for Ukraine is still high, but rising energy costs amid a difficult winter could change that https://t.co/u423QVJ7…",-0.113333333,0.535555556,Positive
"RT @TheCejrowski: No i się trochę wyjaśniło o co chodziło:
1 Biden przekazał na Ukrainę pieniądze amerykańskich podatników.
2 Ukraina wsadz…",0.0,0.0,Negative
RT @DAlperovitch: Ukrainian intelligence estimates that three-quarters of the components of the Iranian drones downed in Ukraine are Americ…,0.0,0.0,Negative
"RT @Billbrowder: ""Putin's brain"", Alexander Dugin, calls for Russian leader to be killed for his failures in Ukraine. The Russians can acce…",-0.1,0.0,Positive
RT @rising_serpent: Biden-FTX-Ukraine is everything they claimed Trump was doing with Russia and then investigated him for five straight ye…,0.2,0.4,Negative
"RT @KyivIndependent: ⚡️Zelensky admits receiving hints that Putin wanted to negotiate. 

President Volodymyr Zelensky said on Nov. 16 that…",0.0,0.0,Negative
RT @GeneralStaffUA: «We need to continue to provide support to Ukraine for as long as it takes with capabilities but also with training» -…,-0.05,0.4,Positive
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0.0,0.0,Negative
"RT @ianbremmer: @DavidSacks key point: responsibility for the invasion is 100% on the kremlin. 

return to feb 24 territorial lines has to…",0.0,1.0,Negative
@Tendar @RussianEmbassy all you and the other Ukraine accounts do is whine lol 🤡,0.3375,0.5375,Negative
"RT @L_ThinkTank: [ 🇷🇺 RUSSIE | 🇺🇦 UKRAINE ]

🔸 La Hongrie qualifie les propos du Président ukrainien Zelensky « d'irresponsables » car « il…",-0.75,1.0,Positive
@Kawwaaaiii @TigrouFPS T con c l’Ukraine,0.0,0.0,Negative
RT @willchamberlain: Pretty obvious that the biggest national security threat we face is Ukraine lying us into World War III,0.125,0.75,Negative
"@Unparteiischen @MarkusL32078761 Biden befiehlt also Selenskyj, eine Rakete auf Polen abzufeuern und stellt wenige… https://t.co/Z0Cl41dcVU",0.0,0.0,Negative
@RevRichardColes ...cost of mortgages goes up. Therefore rents too. If we were all a bit too rich and the issues we… https://t.co/kwz3J5VGHD,0.375,0.75,Negative
RT @JackPosobiec: Ukraine asked for a full-scale NATO intervention yesterday,0.0,0.0,Negative
"@MAStrackZi Liefern wir eigentlich solche Raketen an die Ukraine? Was, wenn sich eine aus deutscher Wertarbeit nach… https://t.co/2oTIZ3HVar",0.0,0.0,Negative
"RT @UPR_Asselineau: 🔥 FEU D'ARTIFICE
AVEC NOS IMPÔTS 
Vidéo prise en Ukraine aujourd'hui. Un drone suicide tactique russe Lancet (en🇷🇺 : Ла…",0.0,0.0,Negative
"@blackintheempir Not only is Ukraine a ponzi scheme, its celeb central. 🤮",0.0,0.625,Negative
"@Dynodonkey1 Listen DildoDonkey, Joe Biden through his weak leadership allowed Putin to invade Ukraine. History tea… https://t.co/K6KEsGwaws",-0.375,0.625,Positive
"RT @CliffMaloneyJr: Ukraine tried to lie the world into WWIII

Never forget this",0.0,0.0,Negative
@jabuttee @KatrinaNation @washingtonpost ah that's why maté quote tweeted the article. Just spam the truth that ukr… https://t.co/6qm9QX10Nl,0.0,0.0,Negative
"RT @AZgeopolitics: 🇵🇱🇺🇦🚀Responding to Zelensky’s remarks tonight about the denial,a NATO country diplomat told me: “This is getting ridicul…",0.0,0.0,Negative
Bob Duff wants to attack Ukraine! https://t.co/TnNjANwxtj,0.25,0.1,Negative
"Thank you very much for recognizing my ideological affiliation and Jewish identity, even if I am only a petty-bourg… https://t.co/5A4kvY73qk",0.086666667,0.42,Negative
"RT @Arslon_Xudosi: #Ukraine: Hundreds of 120mm mortar shells left behind by Russian forces, likely in Kherson oblast. https://t.co/pcgbb8Oo…",-0.1,0.425,Positive
